 142  0.280800000000E+02  0.356125356125E-01           -Infinity           -Infinity           -Infinity
 143  0.283200000000E+02  0.353107344633E-01           -Infinity           -Infinity           -Infinity
 144  0.285600000000E+02  0.350140056022E-01           -Infinity           -Infinity           -Infinity
 145  0.288000000000E+02  0.347222222222E-01           -Infinity           -Infinity           -Infinity
 146  0.290400000000E+02  0.344352617080E-01           -Infinity           -Infinity           -Infinity
 147  0.292800000000E+02  0.341530054645E-01           -Infinity           -Infinity           -Infinity
 148  0.295200000000E+02  0.338753387534E-01           -Infinity           -Infinity           -Infinity
 149  0.297600000000E+02  0.336021505376E-01           -Infinity           -Infinity           -Infinity
 150  0.300000000000E+02  0.333333333333E-01           -Infinity           -Infinity           -Infinity
 151  0.302400000000E+02  0.330687830688E-01           -Infinity           -Infinity           -Infinity
 152  0.304800000000E+02  0.328083989501E-01           -Infinity           -Infinity           -Infinity
 153  0.307200000000E+02  0.325520833333E-01           -Infinity           -Infinity           -Infinity
 154  0.309600000000E+02  0.322997416021E-01           -Infinity           -Infinity           -Infinity
 155  0.312000000000E+02  0.320512820513E-01           -Infinity           -Infinity           -Infinity
 156  0.314400000000E+02  0.318066157761E-01           -Infinity           -Infinity           -Infinity
 157  0.316800000000E+02  0.315656565657E-01           -Infinity           -Infinity           -Infinity
 158  0.319200000000E+02  0.313283208020E-01           -Infinity           -Infinity           -Infinity
 159  0.321600000000E+02  0.310945273632E-01           -Infinity           -Infinity           -Infinity
 160  0.324000000000E+02  0.308641975309E-01           -Infinity           -Infinity           -Infinity
 161  0.326400000000E+02  0.306372549020E-01           -Infinity           -Infinity           -Infinity
 162  0.328800000000E+02  0.304136253041E-01           -Infinity           -Infinity           -Infinity
 163  0.331200000000E+02  0.301932367150E-01           -Infinity           -Infinity           -Infinity
 164  0.333600000000E+02  0.299760191847E-01           -Infinity           -Infinity           -Infinity
 165  0.336000000000E+02  0.297619047619E-01           -Infinity           -Infinity           -Infinity
 166  0.338400000000E+02  0.295508274232E-01           -Infinity           -Infinity           -Infinity
 167  0.340800000000E+02  0.293427230047E-01           -Infinity           -Infinity           -Infinity
 168  0.343200000000E+02  0.291375291375E-01           -Infinity           -Infinity           -Infinity
 169  0.345600000000E+02  0.289351851852E-01           -Infinity           -Infinity           -Infinity
 170  0.348000000000E+02  0.287356321839E-01           -Infinity           -Infinity           -Infinity
 171  0.350400000000E+02  0.285388127854E-01           -Infinity           -Infinity           -Infinity
 172  0.352800000000E+02  0.283446712018E-01           -Infinity           -Infinity           -Infinity
 173  0.355200000000E+02  0.281531531532E-01           -Infinity           -Infinity           -Infinity
 174  0.357600000000E+02  0.279642058166E-01           -Infinity           -Infinity           -Infinity
